,datetime,temperature,timestamp,korea_electricity
7296,2018-11-01 00:00,6.735643522557996,1541030400.0,57614.24560961036
7297,2018-11-01 01:00,6.155174881945241,1541034000.0,56313.99569613584
7298,2018-11-01 02:00,5.476769304975775,1541037600.0,55836.18578545621
7299,2018-11-01 03:00,4.906040603391828,1541041200.0,55909.86181152434
7300,2018-11-01 04:00,4.554174956668219,1541044800.0,56381.95533561608
7301,2018-11-01 05:00,4.383490521842811,1541048400.0,57354.990428767844
7302,2018-11-01 06:00,4.364975243748268,1541052000.0,58974.830127876514
7303,2018-11-01 07:00,4.718115099308159,1541055600.0,61095.88330086553
7304,2018-11-01 08:00,5.797964868435264,1541059200.0,62908.827913180714
7305,2018-11-01 09:00,7.681457014658947,1541062800.0,63556.78872501434
7306,2018-11-01 10:00,9.784396275532655,1541066400.0,63102.915691331276
7307,2018-11-01 11:00,11.479733812828012,1541070000.0,62117.853058431545
7308,2018-11-01 12:00,12.901190364620652,1541073600.0,61387.631736637675
7309,2018-11-01 13:00,14.184056202338333,1541077200.0,61558.268422258865
7310,2018-11-01 14:00,14.988713167045297,1541080800.0,62293.40609710571
7311,2018-11-01 15:00,15.18143280915659,1541084400.0,63117.168613721034
7312,2018-11-01 16:00,14.857198917662744,1541088000.0,63931.92531474048
7313,2018-11-01 17:00,13.982020957996433,1541091600.0,64512.63212800336
7314,2018-11-01 18:00,12.730974727530288,1541095200.0,64540.39502785531
7315,2018-11-01 19:00,11.523373750052055,1541098800.0,63862.52593882424
7316,2018-11-01 20:00,10.55894735498493,1541102400.0,62718.07392213229
7317,2018-11-01 21:00,9.81746103396134,1541106000.0,61482.044579290196
7318,2018-11-01 22:00,9.170595777300989,1541109600.0,60421.04944517128
7319,2018-11-01 23:00,8.51755314364235,1541113200.0,59254.13632487331
